tube,V_ctl,R_DS,x,absVd,phase_Vd_deg,abs_n_diff,phase_n_diff_deg,demod_dc_mV
ILC1-1/8,-0.0375,155.40,0.09764,0.20376,-95.58,0.050505,-95.58,-3.1246
ILC1-1/8,-0.0413,155.80,0.09789,0.20428,-95.59,0.050634,-95.59,-3.1405
ILC1-1/8,-0.0450,156.20,0.09814,0.20480,-95.61,0.050763,-95.61,-3.1566
ILC1-1/8,-0.0488,156.60,0.09840,0.20533,-95.62,0.050893,-95.62,-3.1727
ILC1-1/8,-0.0525,157.01,0.09865,0.20585,-95.63,0.051024,-95.63,-3.1890
ILC1-1/8,-0.0563,157.42,0.09891,0.20638,-95.65,0.051155,-95.65,-3.2055
ILC1-1/8,-0.0600,157.83,0.09917,0.20691,-95.66,0.051287,-95.66,-3.2220
ILC1-1/8,-0.0638,158.24,0.09943,0.20745,-95.68,0.051420,-95.68,-3.2387
ILC1-1/8,-0.0675,158.65,0.09969,0.20799,-95.69,0.051553,-95.69,-3.2555
ILC1-1/8,-0.0712,159.07,0.09995,0.20853,-95.71,0.051687,-95.71,-3.2724
ILC1-1/8,-0.0750,159.49,0.10021,0.20907,-95.72,0.051822,-95.72,-3.2895
ILC1-1/8,-0.0788,159.91,0.10047,0.20962,-95.74,0.051957,-95.74,-3.3067
ILC1-1/8,-0.0825,160.33,0.10074,0.21017,-95.75,0.052093,-95.75,-3.3241
ILC1-1/8,-0.0862,160.76,0.10101,0.21072,-95.77,0.052230,-95.77,-3.3416
ILC1-1/8,-0.0900,161.19,0.10128,0.21127,-95.78,0.052367,-95.78,-3.3592
ILC1-1/8,-0.0938,161.62,0.10155,0.21183,-95.80,0.052505,-95.80,-3.3769
ILC1-1/8,-0.0975,162.05,0.10182,0.21239,-95.81,0.052644,-95.81,-3.3948
ILC1-1/8,-0.1013,162.48,0.10209,0.21295,-95.83,0.052784,-95.83,-3.4129
ILC1-1/8,-0.1050,162.92,0.10237,0.21352,-95.84,0.052925,-95.84,-3.4310
ILC1-1/8,-0.1087,163.36,0.10264,0.21409,-95.86,0.053066,-95.86,-3.4494
ILC1-1/8,-0.1125,163.80,0.10292,0.21466,-95.88,0.053208,-95.88,-3.4678
ILC1-1/8,-0.1163,164.24,0.10320,0.21524,-95.89,0.053350,-95.89,-3.4865
ILC1-1/8,-0.1200,164.69,0.10348,0.21582,-95.91,0.053494,-95.91,-3.5052
ILC1-1/8,-0.1237,165.14,0.10376,0.21640,-95.92,0.053638,-95.92,-3.5242
ILC1-1/8,-0.1275,165.59,0.10404,0.21698,-95.94,0.053783,-95.94,-3.5432
ILC1-1/8,-0.1313,166.04,0.10433,0.21757,-95.96,0.053929,-95.96,-3.5625
ILC1-1/8,-0.1350,166.50,0.10462,0.21816,-95.97,0.054075,-95.97,-3.5819
ILC1-1/8,-0.1388,166.96,0.10490,0.21876,-95.99,0.054223,-95.99,-3.6014
ILC1-1/8,-0.1425,167.42,0.10519,0.21936,-96.01,0.054371,-96.01,-3.6211
ILC1-1/8,-0.1462,167.88,0.10548,0.21996,-96.02,0.054520,-96.02,-3.6410
ILC1-1/8,-0.1500,168.35,0.10578,0.22056,-96.04,0.054669,-96.04,-3.6610
ILC1-1/8,-0.1537,168.82,0.10607,0.22117,-96.05,0.054820,-96.05,-3.6812
ILC1-1/8,-0.1575,169.29,0.10637,0.22178,-96.07,0.054971,-96.07,-3.7016
ILC1-1/8,-0.1613,169.76,0.10667,0.22239,-96.09,0.055124,-96.09,-3.7221
ILC1-1/8,-0.1650,170.24,0.10697,0.22301,-96.11,0.055277,-96.11,-3.7428
ILC1-1/8,-0.1688,170.72,0.10727,0.22363,-96.12,0.055431,-96.12,-3.7637
ILC1-1/8,-0.1725,171.20,0.10757,0.22426,-96.14,0.055586,-96.14,-3.7847
ILC1-1/8,-0.1762,171.69,0.10788,0.22489,-96.16,0.055741,-96.16,-3.8060
ILC1-1/8,-0.1800,172.18,0.10818,0.22552,-96.17,0.055898,-96.17,-3.8274
ILC1-1/8,-0.1837,172.67,0.10849,0.22615,-96.19,0.056055,-96.19,-3.8490
ILC1-1/8,-0.1875,173.16,0.10880,0.22679,-96.21,0.056213,-96.21,-3.8707
ILC1-1/8,-0.1913,173.66,0.10911,0.22743,-96.23,0.056373,-96.23,-3.8927
ILC1-1/8,-0.1950,174.16,0.10943,0.22808,-96.24,0.056533,-96.24,-3.9148
ILC1-1/8,-0.1988,174.66,0.10974,0.22873,-96.26,0.056694,-96.26,-3.9371
ILC1-1/8,-0.2025,175.16,0.11006,0.22938,-96.28,0.056856,-96.28,-3.9597
ILC1-1/8,-0.2062,175.67,0.11038,0.23004,-96.30,0.057018,-96.30,-3.9824
ILC1-1/8,-0.2100,176.18,0.11070,0.23070,-96.32,0.057182,-96.32,-4.0053
ILC1-1/8,-0.2137,176.69,0.11102,0.23136,-96.34,0.057347,-96.34,-4.0284
ILC1-1/8,-0.2175,177.21,0.11134,0.23203,-96.35,0.057512,-96.35,-4.0517
ILC1-1/8,-0.2213,177.73,0.11167,0.23270,-96.37,0.057679,-96.37,-4.0752
ILC1-1/8,-0.2250,178.25,0.11200,0.23338,-96.39,0.057847,-96.39,-4.0989
ILC1-1/8,-0.2288,178.78,0.11233,0.23406,-96.41,0.058015,-96.41,-4.1228
ILC1-1/8,-0.2325,179.31,0.11266,0.23474,-96.43,0.058185,-96.43,-4.1469
ILC1-1/8,-0.2362,179.84,0.11300,0.23543,-96.45,0.058355,-96.45,-4.1713
ILC1-1/8,-0.2400,180.38,0.11333,0.23612,-96.47,0.058527,-96.47,-4.1958
ILC1-1/8,-0.2437,180.91,0.11367,0.23682,-96.49,0.058699,-96.49,-4.2206
ILC1-1/8,-0.2475,181.46,0.11401,0.23752,-96.50,0.058873,-96.50,-4.2456
ILC1-1/8,-0.2512,182.00,0.11435,0.23822,-96.52,0.059047,-96.52,-4.2708
ILC1-1/8,-0.2550,182.55,0.11470,0.23893,-96.54,0.059223,-96.54,-4.2962
ILC1-1/8,-0.2587,183.10,0.11505,0.23964,-96.56,0.059399,-96.56,-4.3219
ILC1-1/8,-0.2625,183.65,0.11539,0.24036,-96.58,0.059577,-96.58,-4.3478
ILC1-1/8,-0.2662,184.21,0.11574,0.24108,-96.60,0.059755,-96.60,-4.3739
ILC1-1/8,-0.2700,184.77,0.11610,0.24181,-96.62,0.059935,-96.62,-4.4002
ILC1-1/8,-0.2737,185.34,0.11645,0.24254,-96.64,0.060116,-96.64,-4.4268
ILC1-1/8,-0.2775,185.91,0.11681,0.24327,-96.66,0.060298,-96.66,-4.4537
ILC1-1/8,-0.2812,186.48,0.11717,0.24401,-96.68,0.060481,-96.68,-4.4808
ILC1-1/8,-0.2850,187.06,0.11753,0.24475,-96.70,0.060665,-96.70,-4.5081
ILC1-1/8,-0.2888,187.63,0.11789,0.24550,-96.72,0.060850,-96.72,-4.5357
ILC1-1/8,-0.2925,188.22,0.11826,0.24625,-96.74,0.061037,-96.74,-4.5635
ILC1-1/8,-0.2963,188.80,0.11863,0.24701,-96.77,0.061224,-96.77,-4.5916
ILC1-1/8,-0.3000,189.39,0.11900,0.24777,-96.79,0.061413,-96.79,-4.6199
ILC1-1/8,-0.3038,189.99,0.11937,0.24853,-96.81,0.061603,-96.81,-4.6485
ILC1-1/8,-0.3075,190.59,0.11975,0.24930,-96.83,0.061794,-96.83,-4.6774
ILC1-1/8,-0.3113,191.19,0.12013,0.25008,-96.85,0.061986,-96.85,-4.7065
ILC1-1/8,-0.3150,191.79,0.12051,0.25086,-96.87,0.062179,-96.87,-4.7359
ILC1-1/8,-0.3187,192.40,0.12089,0.25164,-96.89,0.062374,-96.89,-4.7656
ILC1-1/8,-0.3225,193.01,0.12127,0.25243,-96.91,0.062570,-96.91,-4.7956
ILC1-1/8,-0.3262,193.63,0.12166,0.25323,-96.94,0.062767,-96.94,-4.8258
ILC1-1/8,-0.3300,194.25,0.12205,0.25403,-96.96,0.062965,-96.96,-4.8563
ILC1-1/8,-0.3337,194.87,0.12244,0.25483,-96.98,0.063164,-96.98,-4.8872
ILC1-1/8,-0.3375,195.50,0.12284,0.25564,-97.00,0.063365,-97.00,-4.9183
ILC1-1/8,-0.3412,196.14,0.12324,0.25646,-97.03,0.063567,-97.03,-4.9497
ILC1-1/8,-0.3450,196.77,0.12364,0.25728,-97.05,0.063770,-97.05,-4.9814
ILC1-1/8,-0.3488,197.41,0.12404,0.25810,-97.07,0.063975,-97.07,-5.0134
ILC1-1/8,-0.3525,198.06,0.12444,0.25893,-97.09,0.064181,-97.09,-5.0457
ILC1-1/8,-0.3563,198.71,0.12485,0.25977,-97.12,0.064388,-97.12,-5.0783
ILC1-1/8,-0.3600,199.36,0.12526,0.26061,-97.14,0.064597,-97.14,-5.1113
ILC1-1/8,-0.3638,200.02,0.12568,0.26146,-97.16,0.064806,-97.16,-5.1446
ILC1-1/8,-0.3675,200.68,0.12609,0.26231,-97.19,0.065018,-97.19,-5.1782
ILC1-1/8,-0.3713,201.35,0.12651,0.26317,-97.21,0.065230,-97.21,-5.2121
ILC1-1/8,-0.3750,202.02,0.12693,0.26403,-97.23,0.065444,-97.23,-5.2463
ILC1-1/8,-0.3787,202.70,0.12736,0.26490,-97.26,0.065660,-97.26,-5.2809
ILC1-1/8,-0.3825,203.38,0.12778,0.26578,-97.28,0.065876,-97.28,-5.3158
ILC1-1/8,-0.3862,204.06,0.12822,0.26666,-97.31,0.066095,-97.31,-5.3511
ILC1-1/8,-0.3900,204.75,0.12865,0.26754,-97.33,0.066314,-97.33,-5.3868
ILC1-1/8,-0.3937,205.44,0.12908,0.26843,-97.36,0.066535,-97.36,-5.4227
ILC1-1/8,-0.3975,206.14,0.12952,0.26933,-97.38,0.066758,-97.38,-5.4591
ILC1-1/8,-0.4012,206.85,0.12997,0.27024,-97.40,0.066982,-97.40,-5.4958
ILC1-1/8,-0.4050,207.56,0.13041,0.27115,-97.43,0.067208,-97.43,-5.5329
ILC1-1/8,-0.4088,208.27,0.13086,0.27206,-97.46,0.067435,-97.46,-5.5703
ILC1-1/8,-0.4125,208.99,0.13131,0.27298,-97.48,0.067663,-97.48,-5.6081
ILC1-1/8,-0.4163,209.71,0.13176,0.27391,-97.51,0.067893,-97.51,-5.6464
ILC1-1/8,-0.4200,210.44,0.13222,0.27485,-97.53,0.068125,-97.53,-5.6850
ILC1-1/8,-0.4238,211.17,0.13268,0.27579,-97.56,0.068358,-97.56,-5.7240
ILC1-1/8,-0.4275,211.91,0.13315,0.27674,-97.58,0.068593,-97.58,-5.7634
ILC1-1/8,-0.4313,212.65,0.13361,0.27769,-97.61,0.068830,-97.61,-5.8032
ILC1-1/8,-0.4350,213.40,0.13408,0.27865,-97.64,0.069068,-97.64,-5.8434
ILC1-1/8,-0.4387,214.16,0.13456,0.27962,-97.66,0.069308,-97.66,-5.8840
ILC1-1/8,-0.4425,214.92,0.13504,0.28059,-97.69,0.069549,-97.69,-5.9251
ILC1-1/8,-0.4462,215.68,0.13552,0.28157,-97.72,0.069792,-97.72,-5.9666
ILC1-1/8,-0.4500,216.45,0.13600,0.28256,-97.74,0.070037,-97.74,-6.0085
ILC1-1/8,-0.4537,217.23,0.13649,0.28355,-97.77,0.070283,-97.77,-6.0508
ILC1-1/8,-0.4575,218.01,0.13698,0.28455,-97.80,0.070531,-97.80,-6.0936
ILC1-1/8,-0.4612,218.79,0.13747,0.28556,-97.83,0.070781,-97.83,-6.1369
ILC1-1/8,-0.4650,219.59,0.13797,0.28658,-97.86,0.071033,-97.86,-6.1806
ILC1-1/8,-0.4688,220.39,0.13847,0.28760,-97.88,0.071286,-97.88,-6.2248
ILC1-1/8,-0.4725,221.19,0.13898,0.28863,-97.91,0.071542,-97.91,-6.2695
ILC1-1/8,-0.4763,222.00,0.13949,0.28967,-97.94,0.071799,-97.94,-6.3146
ILC1-1/8,-0.4800,222.82,0.14000,0.29071,-97.97,0.072058,-97.97,-6.3602
ILC1-1/8,-0.4838,223.64,0.14052,0.29176,-98.00,0.072318,-98.00,-6.4063
ILC1-1/8,-0.4875,224.47,0.14104,0.29282,-98.03,0.072581,-98.03,-6.4529
ILC1-1/8,-0.4913,225.30,0.14156,0.29389,-98.06,0.072845,-98.06,-6.5001
ILC1-1/8,-0.4950,226.14,0.14209,0.29497,-98.09,0.073112,-98.09,-6.5477
ILC1-1/8,-0.4988,226.99,0.14262,0.29605,-98.12,0.073380,-98.12,-6.5959
ILC1-1/8,-0.5025,227.84,0.14316,0.29714,-98.15,0.073651,-98.15,-6.6446
ILC1-1/8,-0.5062,228.70,0.14370,0.29824,-98.18,0.073923,-98.18,-6.6938
ILC1-1/8,-0.5100,229.57,0.14424,0.29935,-98.21,0.074197,-98.21,-6.7435
ILC1-1/8,-0.5138,230.44,0.14479,0.30046,-98.24,0.074474,-98.24,-6.7939
ILC1-1/8,-0.5175,231.32,0.14534,0.30158,-98.27,0.074752,-98.27,-6.8448
ILC1-1/8,-0.5212,232.21,0.14590,0.30271,-98.30,0.075032,-98.30,-6.8962
ILC1-1/8,-0.5250,233.10,0.14646,0.30385,-98.33,0.075315,-98.33,-6.9482
ILC1-1/8,-0.5288,234.00,0.14703,0.30500,-98.36,0.075600,-98.36,-7.0009
ILC1-1/8,-0.5325,234.91,0.14760,0.30616,-98.40,0.075886,-98.40,-7.0541
ILC1-1/8,-0.5363,235.82,0.14817,0.30733,-98.43,0.076175,-98.43,-7.1079
ILC1-1/8,-0.5400,236.74,0.14875,0.30850,-98.46,0.076466,-98.46,-7.1623
ILC1-1/8,-0.5437,237.67,0.14933,0.30968,-98.49,0.076760,-98.49,-7.2174
ILC1-1/8,-0.5475,238.61,0.14992,0.31088,-98.53,0.077055,-98.53,-7.2731
ILC1-1/8,-0.5513,239.55,0.15051,0.31208,-98.56,0.077353,-98.56,-7.3294
ILC1-1/8,-0.5550,240.50,0.15111,0.31329,-98.59,0.077653,-98.59,-7.3864
ILC1-1/8,-0.5587,241.46,0.15171,0.31451,-98.63,0.077956,-98.63,-7.4441
ILC1-1/8,-0.5625,242.42,0.15232,0.31574,-98.66,0.078261,-98.66,-7.5024
ILC1-1/8,-0.5663,243.40,0.15293,0.31698,-98.69,0.078568,-98.69,-7.5614
ILC1-1/8,-0.5700,244.38,0.15355,0.31823,-98.73,0.078877,-98.73,-7.6211
ILC1-1/8,-0.5737,245.37,0.15417,0.31948,-98.76,0.079189,-98.76,-7.6815
ILC1-1/8,-0.5775,246.37,0.15480,0.32075,-98.80,0.079504,-98.80,-7.7426
ILC1-1/8,-0.5813,247.37,0.15543,0.32203,-98.83,0.079820,-98.83,-7.8044
ILC1-1/8,-0.5850,248.39,0.15607,0.32332,-98.87,0.080140,-98.87,-7.8670
ILC1-1/8,-0.5887,249.41,0.15671,0.32462,-98.91,0.080462,-98.91,-7.9303
ILC1-1/8,-0.5925,250.44,0.15736,0.32593,-98.94,0.080786,-98.94,-7.9944
ILC1-1/8,-0.5962,251.48,0.15801,0.32725,-98.98,0.081113,-98.98,-8.0593
ILC1-1/8,-0.6000,252.53,0.15867,0.32858,-99.02,0.081443,-99.02,-8.1249
ILC1-1/8,-0.6038,253.58,0.15933,0.32992,-99.05,0.081775,-99.05,-8.1914
ILC1-1/8,-0.6075,254.65,0.16000,0.33127,-99.09,0.082110,-99.09,-8.2586
ILC1-1/8,-0.6112,255.72,0.16067,0.33263,-99.13,0.082448,-99.13,-8.3267
ILC1-1/8,-0.6150,256.81,0.16136,0.33401,-99.17,0.082789,-99.17,-8.3956
ILC1-1/8,-0.6188,257.90,0.16204,0.33539,-99.20,0.083132,-99.20,-8.4654
ILC1-1/8,-0.6225,259.00,0.16273,0.33679,-99.24,0.083478,-99.24,-8.5360
ILC1-1/8,-0.6262,260.11,0.16343,0.33820,-99.28,0.083827,-99.28,-8.6076
ILC1-1/8,-0.6300,261.23,0.16414,0.33961,-99.32,0.084179,-99.32,-8.6800
ILC1-1/8,-0.6338,262.36,0.16485,0.34105,-99.36,0.084534,-99.36,-8.7533
ILC1-1/8,-0.6375,263.50,0.16556,0.34249,-99.40,0.084891,-99.40,-8.8275
ILC1-1/8,-0.6412,264.66,0.16629,0.34395,-99.44,0.085252,-99.44,-8.9027
ILC1-1/8,-0.6450,265.82,0.16702,0.34541,-99.48,0.085616,-99.48,-8.9789
ILC1-1/8,-0.6488,266.99,0.16775,0.34689,-99.52,0.085983,-99.52,-9.0560
ILC1-1/8,-0.6525,268.17,0.16850,0.34839,-99.56,0.086353,-99.56,-9.1341
ILC1-1/8,-0.6562,269.36,0.16924,0.34989,-99.61,0.086726,-99.61,-9.2132
ILC1-1/8,-0.6600,270.56,0.17000,0.35141,-99.65,0.087102,-99.65,-9.2933
ILC1-1/8,-0.6637,271.78,0.17076,0.35294,-99.69,0.087482,-99.69,-9.3745
ILC1-1/8,-0.6675,273.00,0.17153,0.35448,-99.73,0.087865,-99.73,-9.4567
ILC1-1/8,-0.6713,274.24,0.17231,0.35604,-99.78,0.088251,-99.78,-9.5400
ILC1-1/8,-0.6750,275.48,0.17309,0.35761,-99.82,0.088640,-99.82,-9.6244
ILC1-1/8,-0.6787,276.74,0.17388,0.35920,-99.86,0.089033,-99.86,-9.7099
ILC1-1/8,-0.6825,278.01,0.17468,0.36080,-99.91,0.089429,-99.91,-9.7966
ILC1-1/8,-0.6863,279.29,0.17548,0.36241,-99.95,0.089829,-99.95,-9.8843
ILC1-1/8,-0.6900,280.58,0.17630,0.36404,-100.00,0.090233,-100.00,-9.9733
ILC1-1/8,-0.6937,281.89,0.17712,0.36568,-100.04,0.090640,-100.04,-10.0635
ILC1-1/8,-0.6975,283.21,0.17794,0.36734,-100.09,0.091050,-100.09,-10.1549
ILC1-1/8,-0.7013,284.54,0.17878,0.36901,-100.14,0.091464,-100.14,-10.2475
ILC1-1/8,-0.7050,285.88,0.17962,0.37069,-100.18,0.091882,-100.18,-10.3413
ILC1-1/8,-0.7087,287.23,0.18047,0.37240,-100.23,0.092304,-100.23,-10.4365
ILC1-1/8,-0.7125,288.60,0.18133,0.37411,-100.28,0.092730,-100.28,-10.5330
ILC1-1/8,-0.7163,289.98,0.18220,0.37585,-100.33,0.093159,-100.33,-10.6307
ILC1-1/8,-0.7200,291.38,0.18308,0.37759,-100.37,0.093593,-100.37,-10.7299
ILC1-1/8,-0.7238,292.78,0.18396,0.37936,-100.42,0.094030,-100.42,-10.8304
ILC1-1/8,-0.7275,294.20,0.18485,0.38114,-100.47,0.094471,-100.47,-10.9323
ILC1-1/8,-0.7312,295.64,0.18576,0.38294,-100.52,0.094917,-100.52,-11.0357
ILC1-1/8,-0.7350,297.09,0.18667,0.38475,-100.57,0.095366,-100.57,-11.1405
ILC1-1/8,-0.7388,298.55,0.18759,0.38658,-100.62,0.095820,-100.62,-11.2468
ILC1-1/8,-0.7425,300.03,0.18851,0.38843,-100.68,0.096278,-100.68,-11.3546
ILC1-1/8,-0.7462,301.52,0.18945,0.39030,-100.73,0.096741,-100.73,-11.4639
ILC1-1/8,-0.7500,303.03,0.19040,0.39218,-100.78,0.097208,-100.78,-11.5748
ILC1-1/8,-0.7538,304.55,0.19136,0.39408,-100.83,0.097679,-100.83,-11.6873
ILC1-1/8,-0.7575,306.09,0.19232,0.39600,-100.89,0.098155,-100.89,-11.8014
ILC1-1/8,-0.7612,307.64,0.19330,0.39794,-100.94,0.098635,-100.94,-11.9172
ILC1-1/8,-0.7650,309.21,0.19429,0.39989,-100.99,0.099120,-100.99,-12.0347
ILC1-1/8,-0.7688,310.80,0.19528,0.40187,-101.05,0.099610,-101.05,-12.1539
ILC1-1/8,-0.7725,312.40,0.19629,0.40387,-101.11,0.100104,-101.11,-12.2749
ILC1-1/8,-0.7762,314.02,0.19731,0.40588,-101.16,0.100604,-101.16,-12.3976
ILC1-1/8,-0.7800,315.66,0.19833,0.40791,-101.22,0.101108,-101.22,-12.5222
ILC1-1/8,-0.7837,317.31,0.19937,0.40997,-101.28,0.101617,-101.28,-12.6487
ILC1-1/8,-0.7875,318.98,0.20042,0.41204,-101.33,0.102131,-101.33,-12.7770
ILC1-1/8,-0.7913,320.67,0.20148,0.41414,-101.39,0.102650,-101.39,-12.9073
ILC1-1/8,-0.7950,322.37,0.20255,0.41625,-101.45,0.103175,-101.45,-13.0395
ILC1-1/8,-0.7987,324.10,0.20364,0.41839,-101.51,0.103705,-101.51,-13.1738
ILC1-1/8,-0.8025,325.84,0.20473,0.42055,-101.57,0.104240,-101.57,-13.3101
ILC1-1/8,-0.8063,327.60,0.20584,0.42273,-101.63,0.104781,-101.63,-13.4485
ILC1-1/8,-0.8100,329.38,0.20696,0.42494,-101.69,0.105327,-101.69,-13.5891
ILC1-1/8,-0.8137,331.18,0.20809,0.42716,-101.75,0.105878,-101.75,-13.7318
ILC1-1/8,-0.8175,333.00,0.20923,0.42941,-101.82,0.106436,-101.82,-13.8768
ILC1-1/8,-0.8213,334.84,0.21039,0.43168,-101.88,0.106999,-101.88,-14.0240
ILC1-1/8,-0.8250,336.70,0.21156,0.43398,-101.95,0.107568,-101.95,-14.1736
ILC1-1/8,-0.8287,338.58,0.21274,0.43630,-102.01,0.108143,-102.01,-14.3255
ILC1-1/8,-0.8325,340.48,0.21393,0.43864,-102.08,0.108724,-102.08,-14.4799
ILC1-1/8,-0.8363,342.41,0.21514,0.44101,-102.14,0.109311,-102.14,-14.6367
ILC1-1/8,-0.8400,344.35,0.21636,0.44340,-102.21,0.109905,-102.21,-14.7960
ILC1-1/8,-0.8438,346.32,0.21760,0.44582,-102.28,0.110504,-102.28,-14.9579
ILC1-1/8,-0.8475,348.31,0.21885,0.44827,-102.34,0.111111,-102.34,-15.1225
ILC1-1/8,-0.8512,350.32,0.22012,0.45074,-102.41,0.111723,-102.41,-15.2897
ILC1-1/8,-0.8550,352.36,0.22139,0.45324,-102.48,0.112342,-102.48,-15.4597
ILC1-1/8,-0.8588,354.42,0.22269,0.45577,-102.55,0.112968,-102.55,-15.6325
ILC1-1/8,-0.8625,356.51,0.22400,0.45832,-102.63,0.113601,-102.63,-15.8081
ILC1-1/8,-0.8662,358.62,0.22532,0.46090,-102.70,0.114241,-102.70,-15.9867
ILC1-1/8,-0.8700,360.75,0.22667,0.46351,-102.77,0.114888,-102.77,-16.1682
ILC1-1/8,-0.8738,362.91,0.22802,0.46615,-102.85,0.115542,-102.85,-16.3528
ILC1-1/8,-0.8775,365.10,0.22940,0.46882,-102.92,0.116203,-102.92,-16.5406
ILC1-1/8,-0.8812,367.31,0.23079,0.47151,-103.00,0.116872,-103.00,-16.7315
ILC1-1/8,-0.8850,369.55,0.23219,0.47424,-103.07,0.117548,-103.07,-16.9257
ILC1-1/8,-0.8888,371.82,0.23362,0.47700,-103.15,0.118232,-103.15,-17.1232
ILC1-1/8,-0.8925,374.11,0.23506,0.47979,-103.23,0.118924,-103.23,-17.3242
ILC1-1/8,-0.8962,376.44,0.23652,0.48262,-103.31,0.119624,-103.31,-17.5286
ILC1-1/8,-0.9000,378.79,0.23800,0.48547,-103.39,0.120331,-103.39,-17.7366
ILC1-1/8,-0.9038,381.17,0.23950,0.48836,-103.47,0.121047,-103.47,-17.9483
ILC1-1/8,-0.9075,383.58,0.24101,0.49128,-103.55,0.121772,-103.55,-18.1637
ILC1-1/8,-0.9113,386.03,0.24255,0.49424,-103.63,0.122504,-103.63,-18.3829
ILC1-1/8,-0.9150,388.50,0.24410,0.49723,-103.72,0.123245,-103.72,-18.6060
ILC1-1/8,-0.9187,391.01,0.24568,0.50025,-103.80,0.123995,-103.80,-18.8332
ILC1-1/8,-0.9225,393.55,0.24727,0.50331,-103.89,0.124754,-103.89,-19.0644
ILC1-1/8,-0.9263,396.12,0.24889,0.50641,-103.98,0.125522,-103.98,-19.2999
ILC1-1/8,-0.9300,398.72,0.25053,0.50955,-104.06,0.126299,-104.06,-19.5396
ILC1-1/8,-0.9337,401.36,0.25218,0.51272,-104.15,0.127086,-104.15,-19.7837
ILC1-1/8,-0.9375,404.04,0.25387,0.51593,-104.24,0.127882,-104.24,-20.0324
ILC1-1/8,-0.9413,406.75,0.25557,0.51918,-104.34,0.128688,-104.34,-20.2856
ILC1-1/8,-0.9450,409.50,0.25730,0.52248,-104.43,0.129504,-104.43,-20.5436
ILC1-1/8,-0.9487,412.29,0.25905,0.52581,-104.52,0.130329,-104.52,-20.8064
ILC1-1/8,-0.9525,415.11,0.26082,0.52918,-104.62,0.131165,-104.62,-21.0742
ILC1-1/8,-0.9563,417.97,0.26262,0.53259,-104.71,0.132012,-104.71,-21.3471
ILC1-1/8,-0.9600,420.88,0.26444,0.53605,-104.81,0.132869,-104.81,-21.6251
ILC1-1/8,-0.9637,423.82,0.26629,0.53955,-104.91,0.133737,-104.91,-21.9085
ILC1-1/8,-0.9675,426.80,0.26817,0.54310,-105.01,0.134615,-105.01,-22.1974
ILC1-1/8,-0.9712,429.83,0.27007,0.54669,-105.11,0.135506,-105.11,-22.4919
ILC1-1/8,-0.9750,432.90,0.27200,0.55033,-105.22,0.136407,-105.22,-22.7922
ILC1-1/8,-0.9788,436.01,0.27396,0.55401,-105.32,0.137320,-105.32,-23.0983
ILC1-1/8,-0.9825,439.17,0.27594,0.55774,-105.43,0.138245,-105.43,-23.4105
ILC1-1/8,-0.9862,442.38,0.27796,0.56152,-105.53,0.139182,-105.53,-23.7289
ILC1-1/8,-0.9900,445.63,0.28000,0.56535,-105.64,0.140131,-105.64,-24.0537
ILC1-1/8,-0.9938,448.93,0.28207,0.56923,-105.75,0.141093,-105.75,-24.3850
ILC1-1/8,-0.9975,452.28,0.28418,0.57316,-105.86,0.142067,-105.86,-24.7230
ILC1-1/8,-1.0012,455.68,0.28632,0.57715,-105.98,0.143055,-105.98,-25.0679
ILC1-1/8,-1.0050,459.14,0.28848,0.58119,-106.09,0.144056,-106.09,-25.4199
ILC1-1/8,-1.0088,462.64,0.29069,0.58528,-106.21,0.145070,-106.21,-25.7791
ILC1-1/8,-1.0125,466.20,0.29292,0.58943,-106.33,0.146098,-106.33,-26.1458
ILC1-1/8,-1.0163,469.81,0.29519,0.59363,-106.45,0.147140,-106.45,-26.5201
ILC1-1/8,-1.0200,473.48,0.29750,0.59789,-106.57,0.148197,-106.57,-26.9023
ILC1-1/8,-1.0237,477.21,0.29984,0.60221,-106.69,0.149268,-106.69,-27.2925
ILC1-1/8,-1.0275,481.00,0.30222,0.60659,-106.82,0.150353,-106.82,-27.6910
ILC1-1/8,-1.0312,484.85,0.30464,0.61104,-106.94,0.151454,-106.94,-28.0981
ILC1-1/8,-1.0350,488.76,0.30710,0.61554,-107.07,0.152571,-107.07,-28.5139
ILC1-1/8,-1.0388,492.73,0.30959,0.62011,-107.20,0.153703,-107.20,-28.9387
ILC1-1/8,-1.0425,496.77,0.31213,0.62474,-107.33,0.154852,-107.33,-29.3728
ILC1-1/8,-1.0462,500.88,0.31471,0.62944,-107.47,0.156017,-107.47,-29.8163
ILC1-1/8,-1.0500,505.05,0.31733,0.63421,-107.61,0.157198,-107.61,-30.2697
ILC1-1/8,-1.0537,509.29,0.32000,0.63904,-107.74,0.158397,-107.74,-30.7331
ILC1-1/8,-1.0575,513.61,0.32271,0.64395,-107.89,0.159613,-107.89,-31.2069
ILC1-1/8,-1.0613,518.00,0.32547,0.64893,-108.03,0.160847,-108.03,-31.6913
ILC1-1/8,-1.0650,522.47,0.32828,0.65398,-108.17,0.162100,-108.17,-32.1867
ILC1-1/8,-1.0688,527.01,0.33113,0.65911,-108.32,0.163370,-108.32,-32.6933
ILC1-1/8,-1.0725,531.63,0.33403,0.66431,-108.47,0.164660,-108.47,-33.2116
ILC1-1/8,-1.0762,536.34,0.33699,0.66959,-108.62,0.165969,-108.62,-33.7418
